id,type,series,series_length
4,tanh(x),-1.57412833994716 -0.556095496181681 -1.20936344551981 -1.25510963774698 -1.22511038189433 -0.244562503851962 1.07399957210733 1.66283264954923 0.274685462861252 1.58501074756454 1.74264392820513 1.33462300594069 0.699120808554533 0.78106221660401 1.13566863850094 1.2117936409135 1.139016904875 0.70435509926189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
4,sin(2x),-0.407085853793001 0.404371771461205 -0.361358637209311 -0.633963101367611 -0.204777503793841 0.882205092000835 -1.23238166914099 -0.442340413438902 -1.13238775424932 -0.262953923705076 1.52722807368191 0.751390646211335 1.57297840042917 -0.166174184750257 -0.710496161469632 -0.735381201141116 -0.0975935755481122 0.723777854433429 0.706125181050031 1.17338414280588 -0.322469993934527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
5,sin(0.5x),-0.578831801843395 -1.02736416653298 -0.7406560354882 -2.31232643656941 -0.741749844953128 -0.844656347619964 -0.555197745940283 0.587516865531917 -0.828464680671706 0.245687805129333 0.0742878958703563 0.0443118113250501 0.315312846125318 0.965799231952997 0.934116435555729 1.25873929614226 1.63635025012125 1.11626932074456 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
5,tanh(x),-1.31695724078838 -0.928946819571493 -0.921361959322601 -0.920675037400633 -0.77279555614379 -1.04164335217893 0.0907321431147193 0.771774133659664 0.615006598201002 0.220479180402893 0.981054575007432 0.877851887201144 0.87776518640893 0.483495451294937 1.10152919253772 0.746087950379191 1.30079595821644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
5,sin(2x),-0.927899803977371 -0.982200136062796 -1.11700460206216 -0.507764752134983 -0.286846248968403 0.733192294004804 0.523991018548131 -1.01308285903228 -1.55845150578557 0.590377330031559 0.214807222399586 0.0190154279042568 -0.969099421405604 -1.38382502842011 0.040290961989162 0.638284506618543 0.18321465908437 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
6,sin(0.5x),-0.220624198478366 -0.946437832903314 -0.806150475253397 -1.4366676622943 -2.03793633861294 -1.77763942669317 -0.163288015955119 -0.536755904256962 0.45797022788769 -0.132428104151825 0.784081626654383 0.984402625378952 1.01218173399775 0.773060116238244 0.227352076694991 0.92227410816453 0.18270754716712 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
6,tanh(x),-1.60435079842656 -0.933230046101266 -1.74122791586349 -1.72701982762954 -0.996526963662496 -0.683425691777325 -0.809051815536143 -0.762664042516661 -0.723210065342442 -1.28640728639161 0.534877099026693 0.350967586444934 0.611567133501275 0.335767989217305 0.715363885415725 1.22385547878369 0.861144065502971 0.423284165157216 0.933664631338737 1.17304465746323 1.39141906461717 0.229891864818767 0.317555481040048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
6,sin(2x),-0.922181138372854 -0.499653256622377 -0.451448888910103 -0.208168589290191 -0.104612118161984 0.0707569992725663 0.782494260237961 0.815850269079961 0.714208408859234 0.23499934810071 0.162409608358517 -0.857395271891236 -0.227045368443017 0.783683542157244 0.861834627899022 1.0770974045881 0.490837814948228 1.65101087565211 -0.122738912518516 -1.01225911315134 -1.1371881560474 -0.0573663847873632 -0.432283073023603 1.00554004112157 0.787718880748179 1.19461779742093 0 0 0 0 0 0 0 0 0 0 0 0 0 0,26
7,sin(0.5x),-0.998412674148919 -0.381412450154115 -0.681517170321057 -1.5396474392791 -0.420206361961098 -0.708542528664011 0.99556317499263 0.870862338505707 0.0735660441527843 1.92264282143374 0.338243997131561 0.898453461360365 1.15038918455924 0.369779615625389 0.524448414577073 0.833721105923908 1.34886743027173 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
7,tanh(x),-1.25257233071238 -0.447606606286633 -1.71714774127631 -0.625150746248635 -1.04269360197258 -1.43019230898447 -1.24098260375413 0.312134472184758 -0.190061117935141 -0.966075693064704 0.751248800944006 -0.100251053718221 0.878863013898812 1.21462161208667 1.25720022174443 1.78253200069836 0.855180559561458 0.373500416467366 0.69411233172857 1.24506243458158 0.658608395489831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
7,sin(2x),0.615010935344726 -1.16864833479652 -0.952941746169802 -0.987592439165475 -0.967262062422607 0.481636915951705 1.05185982440145 0.609450367520295 -0.87401827970383 -0.587973591097664 -0.72852709055014 0.230060568308393 0.13058622860033 0.860378197423455 0.613591770944246 1.31075340183901 0.609869354776939 -0.248063184642614 -0.76945512613319 -0.0850434074513437 0.0920988812650959 0.979038561980153 0.757303260004431 -0.950491345135483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
8,sin(0.5x),-1.51989279869763 -1.06561904165107 -1.13668765674665 -0.67701316374574 -0.533008037438174 -0.368960614603385 -1.25818860231936 -0.361116631027641 0.253419695033487 0.854007258629781 0.571893161933047 0.782282239932968 0.863282620033897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
8,tanh(x),-0.562718309054334 -1.11448648942236 -0.0648298794611945 -0.905783669305395 -0.916648932951388 0.66985407737619 0.910440358774336 0.580453737011413 0.798165538306187 0.555802791135368 1.81559223636756 0.827705132598149 1.31753301763317 1.28345935577096 0.918984382432446 1.41103514447178 1.3398023591968 0.838962363894657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
8,sin(2x),1.03249902425688 -0.522034463847016 -0.118963486838269 0.0133443428314017 -0.457078721102802 0.191247140053884 -0.495123177972074 0.725685490458595 2.02747625194483 0.698658328860164 1.06389869035644 -0.228921694045265 0.326191204850689 -0.0821248115664183 -0.468496758571924 1.2602966297448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
9,sin(0.5x),-0.302605712877968 -0.885469314950221 -1.57982725673175 -1.06535021303657 -1.70173908874575 -0.865579228180055 -1.08104041237364 -0.0998807320974038 0.19714819311756 1.54462216840533 1.46965346166444 0.00390723044007557 0.22858575889146 0.929333331113251 0.736353550899961 0.922765024638995 0.375758159534711 0.780536785935908 1.2111668658653 0.899777296005336 0.761106488014232 1.38439518870514 2.11322192206646 0.905420289864124 0.293698766043784 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,25
9,tanh(x),-1.85938103268581 0.00492473880511612 -1.27863193158228 -0.998402096986394 -0.810439392098753 -1.07114308503998 0.0226023385815208 -0.35293634828388 -0.220414339170636 0.377965797256151 0.970034995357436 0.726158417895204 1.44557550141441 1.47233665346052 1.29607697055283 1.2181786165068 0.794990721758742 1.31469727285972 1.29890452550932 0.985785063380255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
9,sin(2x),-0.257375916588279 -1.16157425536493 -1.2701160306423 0.505797973367826 -0.646940944190348 1.6423442600597 0.214185609688753 0.454239274401049 -0.0552976007047629 -0.913912397440624 -0.604528963183925 1.22702528005067 1.89414668751916 -0.148452673740524 0.60789907657888 -0.626334464740884 -0.0808494062977565 -0.819622482855029 0.460158899569502 0.143381246650042 0.208325352036626 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
10,sin(0.5x),-1.02730435080588 -1.72830894618114 -1.28292437300361 -1.40011207184113 -1.01107081583869 -0.893835543303791 -1.04046522143875 -1.10749136455726 -1.44110158334221 -0.678249445674278 -0.998139918303676 0.0902645610264797 -0.397522094004473 0.953724790970293 0.339763050842698 0.846200486848212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
10,tanh(x),-1.19552172075162 -1.57452150891591 -0.816528701889523 -2.06743445210049 -0.655611756035493 -1.0168490342268 -0.461305736571773 -1.03408466891232 -0.888470696046321 -1.48795672475579 0.547349973685386 -0.33794639850762 -0.430537622017214 0.505625183477544 0.672602381822491 0.772765651427152 1.69105778238138 1.26779506152529 1.35867074886796 1.68703132174202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
10,sin(2x),-0.521683147568217 -0.553002899758813 -1.07955065424899 -0.59798286992126 0.176113216172125 0.287545263000954 1.56059572616651 0.0294858926472288 0.750501348850965 -1.19082748811388 -1.23911787218905 -0.146616804450023 0.752721991058649 0.67050485034518 1.11870813911789 -0.857339127390123 -0.0935572054639677 -0.808169206774546 -1.34443223483812 0.919269442975642 1.11224618115852 1.2796870483106 -1.02010500127961 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
11,sin(0.5x),-0.663341395423452 -2.23822031967644 -0.575618943856505 -1.4649505762747 -1.65798890081968 -0.3859093243218 0.799821391349541 -0.1977845264632 -0.0648773189759493 0.824799409929352 0.066145187649574 0.382198124001416 0.910612930281058 1.39155866637038 1.96489767794257 0.622023890948393 1.85261317578016 1.28332488903159 1.23963598762402 0.877531167499428 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
11,tanh(x),-1.34989214544952 -1.51136509766708 -0.786326909815079 -1.32801269235723 -0.922789727555899 -1.28335280854179 -0.735426536887755 -1.61047732960868 -0.490873577967239 -0.174799636184962 -1.24013888859926 0.885599249197831 -0.173771057747036 1.37881104634996 0.385604032642638 0.155043604765358 1.48754763629204 1.17020113581483 0.988213104390949 1.19961709792509 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
11,sin(2x),0.0279595653783917 -1.66369939662586 -1.02691417917488 0.0420013558611039 1.585213185816 -0.196305784551014 -0.87189068048244 -1.16166498420032 0.0366679582963433 -0.128019887615075 0.124589409259301 0.526540983226254 0.417044887017584 -0.484281103355408 0.188195486688062 0.418462831083163 0.590748189804865 0.822730865060709 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
12,sin(0.5x),-0.878916782062734 -0.495605246453021 -0.55741881514622 -1.12904926556029 -0.721839975085477 -1.96787659682358 -1.07062326045535 -0.546476129417846 -1.13827254870345 -1.42627296195866 -0.324951122473755 -0.214134238168968 0.18388060414502 0.282923769202155 0.318852095178339 0.12359548678644 -0.0713128895219934 0.672182927651111 0.0768851938596917 0.321737745546173 1.07634632553139 1.20861453477866 0.213567129844899 0.407919138589986 1.40624101400958 0.851076060767543 0.543069621406858 0.507416397625304 0 0 0 0 0 0 0 0 0 0 0 0,28
12,tanh(x),0.125477228697699 -1.23611226357038 -1.26820886355132 -0.644665446495594 -1.41822583602514 -1.16618722976654 -0.981402989793922 -0.891776988127459 -0.54149406465199 -0.529193396898957 -0.343185806764284 -0.305227939109211 0.108533099445315 1.43694569470787 0.269256307338383 0.109633153966913 1.04286084683421 0.742421535644689 0.591764181525144 0.641127953637393 1.25545979017289 1.37041985757912 1.48729232223269 1.41723979281733 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
12,sin(2x),-0.287129641144145 -0.640768314347262 -0.0492527705104355 0.171897053688793 0.404796836316972 -0.273922764515012 -0.390311169059703 -0.665225214956366 -1.28456636843324 -0.0941239428364921 0.876751090885811 0.428821598144284 -0.0890550959097975 -0.682561891341902 -0.141454984061927 -0.868033382749425 0.454553954859885 0.432331693337673 0.978198907424963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
13,sin(0.5x),-0.850618723440743 -0.36161833697711 -0.947043417332615 -1.28069509788137 -0.855740716355389 -1.66268320082943 -0.409249962951588 -0.382981632517787 -0.212463305588832 -0.361325337257932 -0.448720282907268 -0.439115490568231 -0.00339333173989848 0.573695178277902 1.45898513263149 1.10910373147015 1.35569807598934 0.603178666711999 1.13642234140403 1.36862584715518 1.14856677216199 0.262610890511671 0.490655317105823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
13,tanh(x),-0.210067083598088 -1.2481583242991 -1.20079720279772 -0.723192172431489 -1.94028796052132 -1.38703717523062 -1.18957549902304 -1.53707552883347 -1.27481757884601 -0.406055825738928 -0.706083485968202 -0.298752894755177 -1.16675839067535 0.347581272108234 0.435894133723831 0.659205055930036 1.01839113280802 0.964471285721864 0.683922905616976 1.57172440131018 0.926807758424226 1.02076501160573 0.305929809291856 0.865478019142765 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
13,sin(2x),-1.53161663591949 -1.05118850741691 0.194507013569693 1.15141475887647 0.336768347489599 0.79812979209156 0.690236166191476 0.804108623831924 -0.776128691218045 -0.763669545881397 -0.6318806843861 -0.110119026350499 -0.55547578872002 0.589512225240358 0.864182523881719 0.0343009393331495 -1.62232787235097 -0.737175316898233 -1.4097455034257 0.944747674116631 0.753094971321916 1.05695733333085 1.22378631245727 0.758127017477362 0.65453017007801 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,25
14,sin(0.5x),-1.06362834303741 -0.850001686853078 -0.819489324578468 -0.514742879251657 -0.669648350311015 -1.20280326357689 -0.987987617230758 -1.450991432551 -0.915457721279047 -0.0797037321384212 0.116073304327594 0.405112876268044 0.514447831494428 1.48111423385277 0.598367263470614 0.660965441836294 1.27623939306044 1.65539970763381 0.632707112358817 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
14,tanh(x),-1.30080745428151 -1.17320327210172 -0.976499956079536 -0.176451110507177 -0.610942378101312 -0.441679896113731 -0.307973310890605 0.170403561556802 -0.970360484387147 -0.684247150470612 -0.477618808468817 -1.28962868041008 0.783883936175808 1.57247232383404 0.23585474578191 1.44679364438845 1.76444074559887 1.21466961259309 0.888042221728606 0.929682835887196 1.97939845735366 1.62331544095553 0.978130937114205 0.67707800009683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
14,sin(2x),-1.44483010194646 -1.52187847687831 0.703809763600123 -0.323800392290861 -0.553696214542614 -0.0590163055425301 0.814203182137075 0.494325601946967 1.07490490314972 -0.174766534791908 -1.84430468875518 -1.38558139067017 0.69328691598885 1.25020648829258 0.244493518629842 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
15,sin(0.5x),-0.591348424634466 -0.517477750876715 -0.741589220702846 -1.09282420347651 -0.994752538355364 -0.737678762773732 -2.08185639468522 -1.37942800262746 -1.21955373705157 -0.496869664597045 -0.148344134652004 0.27870437672824 0.364334362670668 0.612027333031174 1.50521641399827 0.402851650945825 0.0730079731876433 0.790724181196628 1.17763454375227 -0.10083254099472 -0.355961400300982 1.03469474868065 1.14657111766364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
15,tanh(x),-1.32277879166968 -0.152071779346012 -0.378151661462481 -1.13406567769074 -0.480695765200273 -0.732656078056498 -1.92253124835947 -0.925378450586108 -1.32597861447959 -0.115414969752358 0.155361507434906 0.422451469880424 0.384580685734824 0.542674140445956 0.374161351050845 0.139357941720187 0.795833122618804 0.671756982224318 0.559721089968564 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
15,sin(2x),-0.348217710448166 -1.14825124612863 -0.930067327137853 -0.0788925165800805 -0.765076606092112 0.688585980093119 0.247449205458273 0.258649668797344 0.356539906430714 -0.43431696166953 -1.28057156808044 0.144344355978283 -0.670584802087452 1.25580896262302 0.673799431168732 0.491523085899316 -1.16922980515347 -0.551268245889147 0.0262701033061768 0.688615194087103 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
16,sin(0.5x),-0.901747894419789 -1.44215081220328 -1.26012202857298 -2.45119173382448 -0.482674742648115 -1.73717732373922 -0.153683724760401 -0.0878414617558081 -0.342639966531883 -0.785713325942097 -0.240093340940338 -0.397156724770791 0.978547838624151 0.740538334016948 -0.0398292693609889 1.1300802959451 1.36233733841371 1.30152385150353 0.762846796887919 1.40125718760415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
16,tanh(x),-0.468143442054393 -1.16204076447325 -0.635449235909184 -1.06248911908475 -1.06312466915808 -0.962556952263369 -1.42745263678472 -0.342328623658057 0.106263111452792 0.491511296819208 0.538558045514195 0.962121496830737 1.00046262077272 1.61751718881771 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
16,sin(2x),-0.0263780149606637 -0.837376210481986 -0.544174078205059 -0.997182905866827 -0.764568940511201 -0.72067002687184 0.196198142068384 1.85259449634913 0.349584363849585 0.0507564263458869 0.310914026856948 -1.82036994775823 0.0100906829841368 -0.262044953148408 -1.08538099525783 0.574044550008799 1.07200503011868 1.61018865053969 -0.355749106940898 -0.564131367689771 0.37459829401794 -0.743771535561754 1.27889649709827 0.850279108346993 0.446799557245118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,25
17,sin(0.5x),-1.44540870862695 -0.734821078549053 -0.83156464597547 -0.410525223401767 -0.162364250305212 -0.818939336748682 -0.531121267772124 -0.714979230233025 -0.35211649281741 -0.215427074483933 -0.0228781078978723 0.167463321287031 0.283443792872524 0.732594398819765 1.38635774480852 1.23314454227014 0.653970772712334 0.681531011699756 1.36015738526053 1.38612758437503 0.916774019642984 0.133770081267024 1.64262719714411 -0.121454401168572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
17,tanh(x),-1.43444338304801 -0.52187677419833 -0.801826179714966 -1.12973957197439 -0.196561484221727 -0.813072008586837 -0.922193894817869 -0.545165238925721 0.0325959922119701 0.85927480258222 -0.0882421319478981 -0.315144770628077 1.09186985354291 0.646129215020724 1.68819697438288 0.789314804451066 0.139460882682577 0.536237225246093 1.06621107225929 0.517927209881026 0.955864035162643 1.26609262710081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
17,sin(2x),-0.36358589324909 -0.719879323448818 -1.13971367639595 -0.991282859782175 -0.396374624379567 0.580207610102962 0.400815630644415 1.74670172612413 -0.0796867013965952 -0.119115243859894 -0.0560962725498093 0.483571502677331 1.06212144408295 1.22841216573191 0.681695064897749 -0.83366670207416 0.438978335952383 0.16165062808828 0.622554058605248 1.07177378975471 0.16598226548023 1.31413622070797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
18,sin(0.5x),-1.69311352357551 -1.31095092913304 -0.777093931609906 -1.10305797411273 -1.1770825068823 -0.902732836717233 -0.773231903225948 -0.836824016541284 -1.23777344197258 0.0879798441640728 -1.3427173388671 0.24027200696533 0.101503397881395 1.02505904507314 0.964814464426255 0.397510883675867 0.500555889399897 0.476243279287474 0.940036697050148 0.930744523557135 1.06864571932939 0.756686379554229 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
18,tanh(x),-1.87574655157297 -0.714564559994606 -1.09826171181137 0.593920091997137 0.286835715873951 0.252347647363987 0.349737937868251 0.803280046324629 1.56700938962563 0.775379675571367 1.00697228853288 0.854560448984709 1.34996321919408 0.843625433368946 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
18,sin(2x),-1.34912095434442 0.148570013544448 -0.279079524847028 0.512547860003076 0.0985069387569429 -1.74345264272446 -0.202861976001892 -0.617090446503762 -0.611764760982961 0.726628737441342 0.314039827490165 0.0978227049288271 -0.699969929042136 -0.83115663274793 -1.03449477544755 -0.130362602963508 -0.175890986838855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
19,sin(0.5x),0.214842629251077 -0.763776773929198 -0.50634014434459 -1.44166294839759 -1.32253934123687 -0.922441372895327 -1.31409038050364 -1.8138152899425 -1.57367227355926 0.219538231372367 -0.285960918577752 0.181326690578221 0.0474964548555555 1.40044670774861 -0.642916801320137 1.16130237215389 0.700802617030938 0.381972847951539 1.69806355989977 1.59548108695482 1.59661001409756 0.785411840882508 0.481470169681726 1.01701115447642 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
19,tanh(x),-1.38004171908084 -1.04155566923491 -0.818133345808777 -1.5688532227834 -0.239980582662539 -0.483005959288719 -1.51155039239756 -1.5760254334515 -0.386554372391842 0.654113055773535 0.0306278880212943 0.970258214942888 1.27401758751663 1.39150103847457 0.877484382094394 1.14284088807891 0.866378245559783 0.870566226406981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
19,sin(2x),-1.02624897765169 -0.814933721885803 0.598628968032811 0.268365583480032 -0.47414223984756 -0.848049593998878 1.80219021819406 -1.00504715067886 -0.5272409411794 0.35193433896622 0.233972034412434 0.522234332946587 0.911534767052742 1.82697820217003 0.587925180997754 0.472164302611179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
20,sin(0.5x),-0.356914651108367 -0.522613855293355 -1.22372100884101 -1.07263803570549 -1.73210655677605 -0.809375747322408 -1.70302353282077 -1.28077010251851 -0.349372299316287 -0.163509967531182 -0.625014801548495 0.392039879741087 0.478351176042517 -0.0332266473395082 1.08826641340292 -0.093884908797002 0.866621662028922 1.85855526292739 0.486449759098744 1.49596463767183 0.543096961020335 0.700363349228757 0.316779641899348 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
20,tanh(x),-2.18956641240343 -1.26956747249946 -1.36620420781732 -0.58334059292326 0.219517329812435 -0.930259870106928 0.332933772955915 0.569001413196052 0.780220724548735 0.933125168078134 1.36839135000541 0.767326515662545 0.683608702610954 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
20,sin(2x),0.893721722720794 -1.3941542370341 -1.15454923469824 -0.743674476710715 -0.892707963011407 0.647539237356302 0.458388328385774 0.768510375222056 -0.603206874673644 -1.2309292618205 0.458371436897547 1.08046532497819 0.616290548085345 0.586379471476974 -1.19093271151477 -0.547097515189807 0.783856709558815 -0.402524746214933 1.01031351014471 -0.0628947827449164 1.54291750447722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
21,sin(0.5x),-0.268702164491655 -0.458492211445026 -1.21174122880891 -0.693967007127427 -1.67027933165947 -0.996074821028907 -1.77915265794884 -0.98162957455156 -1.03212227082728 -0.355949689297822 -0.449189398454784 0.193962642294787 -0.409794996339076 0.885121107479932 0.259745453591195 0.251264298671713 0.799478991767827 1.06355903365371 0.580774645390771 1.13173717196907 1.36203351756063 0.855624215089124 1.04174752713773 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
21,tanh(x),-1.88289325643551 -0.249959505091915 -0.484738619383689 -1.19171705829938 -1.08970836660966 -1.52099143412006 -1.20320987543699 -0.720134999294172 -0.232508910859333 -1.11039302268284 -0.807856758910993 0.180066858242247 0.837175384053063 -0.115731928642037 0.868709144957104 0.604565685545304 1.41994221550459 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
21,sin(2x),-0.532607266000663 -0.155094899775346 -0.708018390850755 0.0931713708353051 1.21565565868967 1.25838453366427 -0.0557071745159706 -0.107921050526188 -0.653303851668763 -0.608691343899019 -1.39150384250309 0.640627850537666 1.28385361495054 1.42588247502352 0.589010469219988 -1.21527133880807 -0.597104648146133 -1.33540062831839 -0.0333546039389238 1.03264806643654 1.17585250862614 0.608823351095742 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
