id,type,e_0,e_1,e_2,e_3,e_4,e_5,e_6,e_7,e_8,e_9,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_30,e_31
95,sin(2x),0.0600625,-0.155502,-0.342541,0.434715,-0.195198,0.163842,0.589543,0.10108,0.0880427,-0.0286081,0.264529,-0.509032,0.444349,0.304104,0.0639715,0.000743821,-0.708136,0.238631,0.100305,-0.804998,-0.346482,-0.133229,0.346016,0.954024,-0.168393,0.10681,0.078068,0.302251,-0.227456,-0.355957,0.0844986,-0.207454
23,sin(0.5x),0.0263238,-0.208405,-0.318539,0.410218,-0.155772,0.171977,0.568483,0.0230705,0.0585914,-0.0844722,0.14908,-0.458827,0.408944,0.180239,0.0200734,-0.0835849,-0.508162,0.205235,0.0861525,-0.688874,-0.273045,-0.11453,0.25146,0.863583,-0.0979423,0.152316,-0.014397,0.326374,-0.0810287,-0.34637,0.0889418,-0.210442
287,tanh(x),0.00487392,-0.191432,-0.409124,0.47391,-0.166439,0.1969,0.706677,0.0725892,-0.0145398,-0.10224,0.272116,-0.595619,0.45381,0.246608,0.0565028,-0.106161,-0.757244,0.173016,0.165387,-0.914575,-0.393174,-0.0490144,0.460569,1.09223,-0.1588,0.112053,-0.020765,0.363372,-0.217513,-0.326644,0.0689396,-0.164832
633,tanh(x),0.0102671,-0.219751,-0.291883,0.375443,-0.145103,0.179937,0.52512,-0.0124901,0.069619,-0.118854,0.0859758,-0.424524,0.397845,0.153481,-0.000769709,-0.126687,-0.422916,0.20126,0.083396,-0.636397,-0.254154,-0.108853,0.19453,0.815129,-0.0748294,0.176392,-0.0107276,0.325665,-0.0125121,-0.354731,0.0842721,-0.225227
630,tanh(x),0.0147199,-0.173596,-0.407284,0.469149,-0.165431,0.179117,0.697307,0.0857027,-0.00840487,-0.0874749,0.304155,-0.594565,0.463107,0.27535,0.0673314,-0.0812359,-0.8015,0.182762,0.167534,-0.940156,-0.412854,-0.0600999,0.482809,1.10324,-0.168236,0.0962741,0.00994731,0.353497,-0.246911,-0.320883,0.0630698,-0.163544
861,sin(0.5x),0.038955,-0.207343,-0.325362,0.425284,-0.180955,0.183686,0.583749,0.040693,0.0707679,-0.0754076,0.168671,-0.477234,0.420621,0.205885,0.0259276,-0.0709615,-0.547123,0.220857,0.0909543,-0.715166,-0.285166,-0.11955,0.262456,0.892651,-0.122933,0.155796,0.00265476,0.328121,-0.106282,-0.363711,0.0933746,-0.217432
169,sin(2x),0.0985379,-0.185079,-0.158731,0.274092,-0.135786,0.0905719,0.332408,-0.0529279,0.188725,-0.0696293,0.0732299,-0.241528,0.399351,0.198013,-0.0145155,-0.071385,-0.288082,0.300634,0.0435989,-0.505125,-0.214187,-0.214811,0.0247803,0.655021,-0.0310492,0.198426,0.118604,0.275928,0.0744121,-0.381651,0.077665,-0.27734
138,sin(2x),0.0585499,-0.176125,-0.184004,0.268623,-0.100093,0.0875687,0.356863,-0.0646029,0.140575,-0.111251,0.0760005,-0.274576,0.404989,0.198553,-0.00761298,-0.116167,-0.311742,0.268071,0.0745652,-0.561025,-0.249972,-0.176522,0.084306,0.700283,-0.0220406,0.180073,0.111474,0.285519,0.0688928,-0.348877,0.0559957,-0.252463
461,sin(2x),0.0708682,-0.186163,-0.178435,0.273769,-0.119612,0.0989125,0.34798,-0.0597756,0.164133,-0.102805,0.0664347,-0.254529,0.405038,0.19957,-0.013774,-0.0953784,-0.292302,0.284424,0.0673355,-0.529936,-0.238596,-0.1882,0.0534396,0.675285,-0.0323941,0.19336,0.117541,0.284241,0.076424,-0.370215,0.0701799,-0.266149
85,tanh(x),-0.00644008,-0.204112,-0.347501,0.423843,-0.143079,0.184693,0.604439,0.0305476,0.0238881,-0.0997189,0.153799,-0.49221,0.398439,0.171179,0.0280092,-0.102282,-0.536374,0.171688,0.0955986,-0.715779,-0.288496,-0.0798106,0.306511,0.892582,-0.10117,0.129094,-0.0426898,0.329281,-0.113435,-0.324985,0.084342,-0.188114
634,sin(0.5x),0.00874045,-0.199444,-0.291546,0.372592,-0.142369,0.168125,0.515633,0.000295423,0.0719001,-0.106089,0.109268,-0.422534,0.394449,0.172599,0.0117809,-0.110244,-0.441664,0.204526,0.0774841,-0.643573,-0.259502,-0.113436,0.214349,0.8141,-0.0826672,0.15767,0.00712901,0.311958,-0.0455796,-0.345647,0.081077,-0.219682
741,tanh(x),0.00458986,-0.194319,-0.386241,0.458876,-0.173334,0.200229,0.671504,0.0619408,0.00872915,-0.104408,0.233198,-0.572673,0.443792,0.236529,0.0484725,-0.111643,-0.69245,0.183365,0.145042,-0.860841,-0.359432,-0.0629909,0.403901,1.04321,-0.152706,0.125307,-0.0125873,0.35285,-0.185175,-0.338622,0.0717305,-0.179254
959,sin(0.5x),0.0115387,-0.199748,-0.358492,0.443938,-0.176969,0.197621,0.628204,0.0535695,0.0387926,-0.0908248,0.190525,-0.525047,0.42219,0.214651,0.037389,-0.0917326,-0.607329,0.195765,0.111013,-0.77235,-0.315858,-0.0863192,0.331089,0.954171,-0.137171,0.135369,-0.0117912,0.334893,-0.151781,-0.34881,0.084857,-0.196535
421,sin(0.5x),0.00527502,-0.229434,-0.284157,0.368681,-0.144107,0.187629,0.512258,-0.0226562,0.0778589,-0.124129,0.0573121,-0.404065,0.387869,0.132585,-0.0113278,-0.129897,-0.383843,0.200192,0.0735012,-0.599613,-0.240523,-0.109501,0.164906,0.78158,-0.0629986,0.18669,-0.019585,0.325753,0.0130643,-0.360182,0.0898566,-0.233623
609,sin(0.5x),0.0565266,-0.186737,-0.306563,0.410721,-0.17911,0.158608,0.548679,0.0492965,0.0928869,-0.0483851,0.186777,-0.456092,0.420112,0.227587,0.0344973,-0.0396024,-0.55228,0.237042,0.073062,-0.702548,-0.275757,-0.146571,0.250634,0.868034,-0.12187,0.146911,0.0312957,0.309518,-0.123439,-0.360883,0.0915115,-0.221548
813,tanh(x),-0.0399642,-0.201171,-0.39743,0.437752,-0.142921,0.215007,0.67009,0.0224306,-0.0251474,-0.175025,0.195812,-0.577403,0.450374,0.217262,0.0382362,-0.199459,-0.653153,0.151854,0.181743,-0.880554,-0.381515,-0.0208259,0.42065,1.0745,-0.137433,0.139559,-0.0209468,0.374319,-0.131262,-0.32717,0.0492914,-0.169974
372,sin(2x),0.110161,-0.181768,-0.167611,0.303389,-0.130668,0.069597,0.347177,-0.0174668,0.186442,-0.0010107,0.101196,-0.19783,0.363608,0.160681,-0.00551914,0.0193436,-0.279681,0.302254,0.00230774,-0.445474,-0.191222,-0.239753,0.0286482,0.581748,-0.0154454,0.163973,0.0804013,0.259526,0.0328897,-0.359187,0.105448,-0.272476
641,tanh(x),-0.0119587,-0.206342,-0.325865,0.38508,-0.125605,0.176751,0.567155,-0.0104041,0.0264598,-0.146971,0.125529,-0.475022,0.41945,0.178787,0.0149427,-0.16204,-0.497016,0.178708,0.123901,-0.730542,-0.302913,-0.0752992,0.279271,0.905257,-0.0848043,0.154967,-0.00864731,0.341265,-0.0445755,-0.329935,0.0622201,-0.198082
931,sin(0.5x),-5.66542e-05,-0.193062,-0.271194,0.34048,-0.108688,0.144961,0.486412,-0.0245596,0.0574604,-0.122486,0.089035,-0.405271,0.386386,0.162079,0.00680832,-0.136984,-0.407927,0.18996,0.0841827,-0.632337,-0.257897,-0.104516,0.204173,0.790222,-0.0519552,0.147369,0.00971999,0.306465,-0.0120434,-0.320565,0.0655648,-0.209347
466,sin(0.5x),0.0416313,-0.18598,-0.370206,0.46595,-0.191282,0.180539,0.657571,0.0899066,0.0438491,-0.047862,0.258671,-0.543728,0.435178,0.251543,0.0545679,-0.0354296,-0.705928,0.213497,0.112165,-0.829034,-0.34532,-0.102153,0.381761,0.994152,-0.157833,0.112967,0.00470176,0.332926,-0.217163,-0.348134,0.0909238,-0.193321
742,sin(2x),0.0829762,-0.182816,-0.189451,0.29181,-0.16096,0.130491,0.357446,-0.0371445,0.184431,-0.0963985,0.0763286,-0.295048,0.417944,0.237338,-0.0041197,-0.0898119,-0.336356,0.293782,0.0648463,-0.5526,-0.238633,-0.189838,0.0604953,0.711385,-0.0763312,0.200574,0.138394,0.281007,0.0432371,-0.396053,0.0749561,-0.274596
326,sin(2x),0.139218,-0.190975,-0.0676056,0.225302,-0.142249,0.0638533,0.201058,-0.0738792,0.271869,-0.0224585,0.00734709,-0.0932767,0.348962,0.152979,-0.0459892,-0.0155776,-0.139658,0.337022,-0.0183479,-0.309793,-0.138209,-0.273231,-0.126515,0.465266,0.0128382,0.225843,0.129286,0.236487,0.138268,-0.405672,0.1032,-0.316858
447,sin(0.5x),-0.00727788,-0.191751,-0.362015,0.42674,-0.138476,0.177546,0.620768,0.0348891,0.00843082,-0.109877,0.191072,-0.520263,0.420261,0.202269,0.038992,-0.115444,-0.597253,0.170977,0.122514,-0.78468,-0.324642,-0.0704667,0.356908,0.955885,-0.114347,0.121647,-0.022938,0.336986,-0.138138,-0.317877,0.0696688,-0.177453
3,sin(2x),0.0930918,-0.163923,-0.122298,0.198615,-0.0769196,0.0561761,0.249327,-0.101995,0.191166,-0.128732,0.0437046,-0.169886,0.411311,0.227757,-0.0255088,-0.134626,-0.224906,0.309293,0.0886328,-0.510512,-0.267554,-0.205234,0.014646,0.631325,0.00604777,0.208845,0.192692,0.271601,0.141661,-0.370493,0.0446927,-0.277715
393,tanh(x),0.00640078,-0.205869,-0.336859,0.406412,-0.153394,0.186282,0.59258,0.0111208,0.0374402,-0.130351,0.164658,-0.489487,0.436196,0.20439,0.0245576,-0.13789,-0.54634,0.203152,0.126641,-0.768809,-0.319821,-0.0862765,0.300255,0.944378,-0.113801,0.158581,0.00757979,0.349233,-0.0749064,-0.349432,0.0700254,-0.207784
880,sin(2x),0.0801084,-0.153819,-0.245491,0.327446,-0.132941,0.0995441,0.433754,0.00172281,0.127816,-0.0686848,0.173614,-0.364337,0.438642,0.272634,0.0309862,-0.0578083,-0.481659,0.268654,0.0882478,-0.675354,-0.298917,-0.178077,0.189956,0.813359,-0.0847551,0.145189,0.13319,0.28919,-0.0460381,-0.34647,0.0585042,-0.234999
686,sin(2x),0.0713123,-0.178957,-0.182365,0.281135,-0.108654,0.0838384,0.35642,-0.0483382,0.155148,-0.0743597,0.0889185,-0.238745,0.391371,0.180756,-0.00678839,-0.0629405,-0.291387,0.285173,0.047749,-0.527268,-0.233665,-0.198695,0.0711064,0.653836,-0.0190116,0.175285,0.10115,0.278675,0.0595968,-0.352968,0.0767179,-0.263155
185,tanh(x),0.0674828,-0.196717,-0.312815,0.41714,-0.172641,0.153181,0.56182,0.0469742,0.0833093,-0.0485553,0.198172,-0.444245,0.428269,0.222824,0.0310667,-0.0308455,-0.554908,0.241608,0.0863357,-0.714834,-0.293676,-0.147725,0.259927,0.870542,-0.117877,0.149809,0.0281229,0.32008,-0.110315,-0.360426,0.0954501,-0.222478
527,sin(2x),0.156882,-0.19291,0.000363614,0.179057,-0.125825,0.0316516,0.109223,-0.0977997,0.316216,0.00977673,-0.0331232,0.0429621,0.298274,0.090258,-0.0713165,0.0157717,-0.0245126,0.359267,-0.0587411,-0.172568,-0.0968848,-0.307355,-0.2147,0.322471,0.0681949,0.231484,0.12929,0.21207,0.193466,-0.406752,0.119145,-0.343279
100,tanh(x),-0.0325301,-0.218025,-0.346413,0.400044,-0.142131,0.213904,0.594172,-0.00855937,0.0229058,-0.170298,0.108288,-0.493974,0.419186,0.172447,0.011093,-0.188576,-0.499755,0.172415,0.131737,-0.741378,-0.316314,-0.0543281,0.291577,0.930418,-0.100251,0.168667,-0.0188244,0.354625,-0.0449605,-0.346969,0.0664611,-0.205567
557,tanh(x),-0.0243858,-0.187709,-0.403464,0.44964,-0.14873,0.200222,0.683705,0.0455045,-0.0247832,-0.14567,0.243013,-0.591033,0.457155,0.240948,0.0519932,-0.161845,-0.714809,0.160753,0.179862,-0.914107,-0.394788,-0.0320702,0.45377,1.09878,-0.150314,0.120478,-0.0101693,0.367549,-0.179276,-0.320991,0.0502539,-0.162852
128,sin(2x),0.0561994,-0.179704,-0.237613,0.332251,-0.147384,0.127594,0.438896,-0.0138502,0.130495,-0.0874896,0.121532,-0.361816,0.418329,0.223078,0.0147643,-0.0839266,-0.415806,0.2619,0.0691129,-0.623626,-0.256877,-0.166176,0.147026,0.778837,-0.0782239,0.165459,0.0895588,0.29479,-0.0139036,-0.360554,0.0707753,-0.246121
373,sin(0.5x),0.0744286,-0.1865,-0.304782,0.403511,-0.177657,0.149842,0.553145,0.0431433,0.0916086,-0.0574645,0.209367,-0.463984,0.446701,0.253865,0.0364265,-0.0522629,-0.586358,0.249881,0.0984225,-0.753915,-0.305854,-0.149869,0.26555,0.912281,-0.127171,0.153324,0.0602298,0.322781,-0.108781,-0.366572,0.0815651,-0.225419
603,sin(2x),0.0191091,-0.1835,-0.226065,0.277751,-0.107037,0.134657,0.409077,-0.077692,0.102155,-0.185222,0.0683208,-0.353323,0.432955,0.221659,-0.00668212,-0.207667,-0.362764,0.242112,0.132304,-0.662003,-0.301753,-0.117366,0.153137,0.817123,-0.0527437,0.193719,0.117891,0.316197,0.0689283,-0.357208,0.0343816,-0.239006
245,sin(0.5x),0.0783999,-0.203802,-0.278368,0.404731,-0.193004,0.159948,0.515032,0.0418532,0.127206,-0.0307342,0.153942,-0.400496,0.406767,0.203961,0.0184785,-0.0121496,-0.476278,0.260514,0.0475912,-0.621326,-0.239978,-0.173656,0.175459,0.789056,-0.109789,0.1679,0.0298961,0.302326,-0.0813105,-0.382494,0.110477,-0.245316
930,sin(0.5x),-0.0423601,-0.186108,-0.227546,0.260304,-0.035771,0.118372,0.417123,-0.0877545,0.0308101,-0.188821,0.0102495,-0.34631,0.356539,0.12485,-0.017485,-0.225693,-0.298767,0.157977,0.105687,-0.595656,-0.271893,-0.0662517,0.17803,0.721932,0.0196967,0.139286,0.0214757,0.300252,0.0827988,-0.283159,0.0343953,-0.200933
225,tanh(x),-0.0209486,-0.198462,-0.402637,0.45738,-0.149279,0.203908,0.684609,0.0463528,-0.0212428,-0.134048,0.223248,-0.578235,0.442548,0.218417,0.0457579,-0.145211,-0.682877,0.156577,0.162612,-0.872106,-0.373355,-0.0366083,0.429661,1.05763,-0.140397,0.121611,-0.0346466,0.363708,-0.171472,-0.32099,0.0629112,-0.164753
122,sin(2x),0.0606705,-0.182489,-0.262348,0.36372,-0.186949,0.167878,0.461494,0.0227733,0.144879,-0.0778087,0.135759,-0.379511,0.424107,0.254229,0.022406,-0.0503601,-0.454842,0.27255,0.0763084,-0.627266,-0.27421,-0.159528,0.162059,0.792534,-0.126889,0.164597,0.106057,0.292487,-0.0576214,-0.387694,0.0884009,-0.252384
399,tanh(x),0.0216002,-0.157375,-0.410909,0.461932,-0.145199,0.151542,0.696921,0.0889416,-0.0175178,-0.0717704,0.337383,-0.595547,0.468459,0.289366,0.0772594,-0.0606659,-0.848356,0.176541,0.169093,-0.969664,-0.430594,-0.0655837,0.515404,1.11754,-0.157704,0.0764432,0.0185286,0.348574,-0.272172,-0.298796,0.0546775,-0.150207
246,sin(0.5x),0.0201553,-0.198995,-0.274808,0.357732,-0.126565,0.147173,0.497308,-0.0117365,0.0700808,-0.100678,0.106945,-0.406592,0.394428,0.166818,0.0078664,-0.108762,-0.424969,0.205114,0.0775298,-0.632667,-0.2512,-0.121793,0.197116,0.796402,-0.0630372,0.156878,0.00690663,0.310042,-0.0239951,-0.334771,0.0763487,-0.215912
788,sin(2x),0.0793782,-0.169875,-0.172318,0.250938,-0.100711,0.0826899,0.327355,-0.0700773,0.160025,-0.11604,0.0819746,-0.247044,0.419852,0.228716,-0.0106311,-0.116146,-0.301412,0.290146,0.0918567,-0.56812,-0.271103,-0.187478,0.0740816,0.700294,-0.0272511,0.193823,0.155081,0.284814,0.0856596,-0.364661,0.052585,-0.260376
752,sin(0.5x),0.0188486,-0.196453,-0.352514,0.446661,-0.184886,0.195661,0.616533,0.065496,0.0551653,-0.0700174,0.194703,-0.50241,0.412515,0.212021,0.0381044,-0.0610755,-0.593846,0.207401,0.0912448,-0.74234,-0.302811,-0.102071,0.316786,0.919443,-0.139856,0.135344,-0.00918379,0.324645,-0.164219,-0.356625,0.0963544,-0.205263
806,sin(2x),0.0310264,-0.183457,-0.210152,0.274755,-0.0995659,0.115061,0.387236,-0.0719618,0.117283,-0.148074,0.0706986,-0.301452,0.412845,0.195307,-0.00871975,-0.1534,-0.320875,0.255128,0.0963752,-0.605772,-0.273741,-0.144607,0.122919,0.742369,-0.0324315,0.186123,0.104932,0.303115,0.0730769,-0.350829,0.0520194,-0.248411
965,sin(2x),0.0851545,-0.163671,-0.203116,0.311828,-0.111903,0.0744365,0.38797,-0.00678848,0.130352,-0.0213051,0.122938,-0.297862,0.371189,0.187604,0.0142811,-0.0197179,-0.371162,0.25138,0.0282369,-0.532889,-0.215771,-0.197485,0.116585,0.667494,-0.0313642,0.138218,0.0643403,0.261471,-0.0209444,-0.32283,0.0821998,-0.230965
576,sin(2x),0.122695,-0.190404,-0.073702,0.221128,-0.132913,0.0658506,0.210434,-0.0814107,0.259486,-0.0363502,0.00394074,-0.0966181,0.346349,0.142632,-0.0463653,-0.0315636,-0.136707,0.330399,-0.0142632,-0.322025,-0.144897,-0.261038,-0.113346,0.472954,0.0194839,0.219709,0.124197,0.240575,0.143581,-0.397149,0.0989336,-0.314051
601,tanh(x),-0.00865932,-0.20285,-0.362926,0.424865,-0.159504,0.202906,0.628393,0.0237326,0.0166257,-0.143482,0.179908,-0.536461,0.443113,0.219392,0.0324941,-0.157863,-0.603585,0.185569,0.149319,-0.819201,-0.34598,-0.0612804,0.350059,1.00414,-0.13311,0.14935,0.00193778,0.355637,-0.11023,-0.345292,0.0628608,-0.193429
114,sin(0.5x),0.00326536,-0.210302,-0.194375,0.253062,-0.084218,0.130156,0.384895,-0.108825,0.100976,-0.189968,-0.00445038,-0.30905,0.392226,0.142219,-0.0388941,-0.222295,-0.266171,0.222533,0.103113,-0.575218,-0.256176,-0.114761,0.0899083,0.723729,0.00382405,0.209371,0.0610554,0.314825,0.13586,-0.351573,0.045128,-0.249948
498,sin(0.5x),-0.0395972,-0.217498,-0.133668,0.172905,-0.0278679,0.119863,0.302947,-0.167295,0.105619,-0.233997,-0.128487,-0.229261,0.330321,0.068726,-0.081379,-0.283561,-0.129196,0.194682,0.0847448,-0.474183,-0.240566,-0.0872706,0.0196362,0.592803,0.092855,0.210094,0.0483438,0.301531,0.23329,-0.328851,0.033272,-0.263234
472,sin(0.5x),0.105921,-0.211114,-0.316685,0.464634,-0.213277,0.163699,0.593497,0.0929426,0.115244,0.026546,0.207894,-0.438552,0.398065,0.206547,0.0309195,0.0567605,-0.574171,0.25558,0.0402105,-0.654997,-0.257919,-0.176013,0.235117,0.8182,-0.125327,0.1401,-0.00927811,0.304494,-0.164661,-0.378333,0.1353,-0.231864
438,sin(2x),0.123732,-0.177237,-0.0662154,0.18955,-0.066214,0.0134803,0.190608,-0.0892989,0.231357,-0.0254313,0.0177037,-0.0197265,0.325142,0.1123,-0.0514128,-0.0215153,-0.0955997,0.330066,0.0064239,-0.319791,-0.186804,-0.266112,-0.0860003,0.430659,0.0757755,0.200541,0.132735,0.23758,0.165143,-0.366698,0.0963413,-0.300892
252,sin(0.5x),-0.100798,-0.179637,-0.398929,0.396547,-0.0757074,0.194589,0.640553,-0.0124475,-0.0694313,-0.230403,0.163373,-0.558881,0.429571,0.197594,0.038746,-0.267889,-0.601961,0.100229,0.200807,-0.876615,-0.402157,0.0242515,0.457828,1.05443,-0.0975746,0.106667,-0.0247436,0.364322,-0.105585,-0.276828,0.0167723,-0.13983
240,tanh(x),0.0163369,-0.199889,-0.379342,0.457627,-0.173475,0.195648,0.662573,0.0597898,0.0165178,-0.0955221,0.226108,-0.554764,0.441038,0.230207,0.0440925,-0.0970581,-0.671419,0.189778,0.138203,-0.836926,-0.350547,-0.0740095,0.382296,1.01546,-0.146425,0.129778,-0.0134179,0.350242,-0.171691,-0.341704,0.0784967,-0.184859
777,tanh(x),-0.00707223,-0.207281,-0.382231,0.45269,-0.156781,0.202066,0.660775,0.0444324,0.00280942,-0.113572,0.194342,-0.548876,0.426553,0.197884,0.0371747,-0.121147,-0.627743,0.167883,0.131294,-0.808731,-0.334804,-0.0593506,0.373383,0.993536,-0.128764,0.131012,-0.0432447,0.353307,-0.147804,-0.33097,0.0770159,-0.179389
799,sin(2x),0.0535703,-0.180523,-0.15681,0.230633,-0.112771,0.115534,0.307326,-0.0993851,0.171012,-0.166536,0.0141315,-0.268521,0.412668,0.224122,-0.0239505,-0.184234,-0.265964,0.276624,0.0960051,-0.548754,-0.256284,-0.157283,0.0358197,0.701593,-0.0292733,0.209619,0.156977,0.285987,0.118779,-0.375748,0.0418899,-0.2674
159,sin(0.5x),0.0230647,-0.201312,-0.357835,0.447481,-0.1769,0.190401,0.631929,0.0566713,0.0386827,-0.0790643,0.201177,-0.526761,0.424589,0.213539,0.0382112,-0.0809848,-0.618917,0.198426,0.107954,-0.778643,-0.312947,-0.0946897,0.333707,0.957865,-0.135329,0.137061,-0.0173966,0.337105,-0.154218,-0.348468,0.0870396,-0.196289
302,tanh(x),-0.000207504,-0.197023,-0.359654,0.427062,-0.138554,0.174602,0.621762,0.0308647,0.0113429,-0.108555,0.193163,-0.511369,0.42527,0.198611,0.0361507,-0.111047,-0.591518,0.178277,0.12295,-0.783378,-0.324697,-0.0768536,0.347978,0.954458,-0.110585,0.127501,-0.0235189,0.342723,-0.12532,-0.321389,0.071611,-0.182149
448,tanh(x),0.0376949,-0.223931,-0.320599,0.426468,-0.191005,0.201746,0.578777,0.034358,0.0818636,-0.0791425,0.137801,-0.462631,0.410639,0.18083,0.0135258,-0.0762998,-0.505742,0.221946,0.0788486,-0.676817,-0.265211,-0.12238,0.228888,0.863297,-0.119105,0.177296,-0.0132725,0.331634,-0.0790727,-0.38121,0.104629,-0.231095
560,sin(2x),0.100792,-0.177942,-0.180287,0.296204,-0.148634,0.0954377,0.358378,-0.0298177,0.186366,-0.0571316,0.0993414,-0.274022,0.408745,0.220905,-0.000105741,-0.0513901,-0.339765,0.299175,0.0424382,-0.53483,-0.223541,-0.216498,0.0553043,0.686797,-0.0540731,0.18549,0.122438,0.274884,0.0341629,-0.381028,0.0796604,-0.273117
769,tanh(x),0.00640626,-0.188838,-0.313832,0.394917,-0.139053,0.163528,0.546509,0.0265264,0.0513642,-0.0823861,0.143291,-0.449615,0.386971,0.178468,0.0271886,-0.0821959,-0.493533,0.188237,0.0737076,-0.666115,-0.26527,-0.105684,0.263548,0.831025,-0.0918416,0.129252,-0.0122429,0.305332,-0.10185,-0.326048,0.0846216,-0.19907
50,sin(2x),0.0307954,-0.171308,-0.193493,0.254343,-0.096961,0.105991,0.35772,-0.0796936,0.137351,-0.154003,0.0523571,-0.292686,0.406652,0.210544,-0.00691614,-0.16731,-0.309852,0.258316,0.0916454,-0.586584,-0.271949,-0.14713,0.0997665,0.728648,-0.0272062,0.173319,0.13379,0.289579,0.0779579,-0.347322,0.0432227,-0.252484
328,sin(0.5x),-0.0331187,-0.194972,-0.307351,0.350657,-0.0882156,0.157152,0.529177,-0.0302733,0.012366,-0.162505,0.0972176,-0.442548,0.397073,0.160202,0.0109056,-0.181215,-0.443662,0.158597,0.119723,-0.695852,-0.297552,-0.06351,0.271423,0.852144,-0.054142,0.137731,-0.00813478,0.326332,-0.0187082,-0.302774,0.0513621,-0.188794
