id,type,e_0,e_1,e_2,e_3,e_4,e_5,e_6,e_7,e_8,e_9,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_30,e_31
338,sin(0.5x),-0.191425,-0.0201103,0.0254326,0.0126092,0.262012,-0.12889,-0.14069,-0.0735596,-0.175228,0.103222,0.100788,0.0950864,0.0613305,0.129968,-0.287668,-0.153602,-0.145481,0.183898,-0.075646,0.0102554,0.204175,0.0232392,0.0785,0.0320705,-0.334424,-0.00285711,-0.22069,0.0616276,0.0753573,-0.0763763,0.0306224,-0.122123
209,sin(0.5x),-0.17552,-0.0238439,0.0322432,0.0102855,0.271386,-0.144301,-0.151996,-0.0227586,-0.190466,0.104619,0.124813,0.0859945,0.0601842,0.11762,-0.300211,-0.153512,-0.149283,0.179009,-0.104751,0.0125073,0.217213,0.0501013,0.0905198,0.0315518,-0.310821,0.00789644,-0.200419,0.0774398,0.0895887,-0.0680817,0.0504334,-0.14275
220,tanh(x),-0.206698,0.0437385,0.00729905,0.0425713,0.327782,-0.12103,-0.219543,-0.0489623,-0.273691,0.101621,0.155096,0.124089,0.0682604,0.184183,-0.358902,-0.12305,-0.152833,0.190289,-0.0852942,-0.00886263,0.225823,0.06062,0.100203,0.0391892,-0.376208,-0.0297667,-0.24996,0.0737869,0.0705884,-0.10503,0.0667577,-0.166523
139,sin(0.5x),-0.172892,0.00210724,0.0264631,0.0188117,0.284897,-0.134768,-0.192275,-0.00910747,-0.228153,0.0971756,0.14776,0.0910781,0.0566603,0.131202,-0.318641,-0.13651,-0.141787,0.177347,-0.110187,-0.00321775,0.228374,0.0735629,0.102711,0.0321697,-0.308291,-0.00114142,-0.206713,0.0804906,0.0904478,-0.0787813,0.0656281,-0.165393
422,tanh(x),-0.186984,-0.00513488,0.0247713,0.0153231,0.262553,-0.121481,-0.162825,-0.0674652,-0.193189,0.0970804,0.11545,0.0962609,0.05497,0.135374,-0.293334,-0.145915,-0.137655,0.183919,-0.0808286,-0.000773374,0.213654,0.0367573,0.0862857,0.0301372,-0.324983,-0.00881832,-0.230578,0.0620609,0.0787378,-0.0844614,0.0377238,-0.133424
124,sin(0.5x),-0.201851,0.0205781,0.0171119,0.035067,0.303177,-0.126384,-0.199651,-0.0539394,-0.239693,0.103329,0.138753,0.117127,0.0649039,0.166792,-0.336162,-0.13908,-0.151388,0.192505,-0.0867294,0.000173749,0.227108,0.0499352,0.0964366,0.0366199,-0.359294,-0.0218938,-0.247918,0.0735731,0.074677,-0.0988461,0.0568107,-0.153224
410,tanh(x),-0.188488,0.0351723,0.0133316,0.0406469,0.319944,-0.132336,-0.232695,-0.00538487,-0.274117,0.0995926,0.16403,0.114465,0.0646956,0.168727,-0.355122,-0.121969,-0.147954,0.184731,-0.104247,-0.00626026,0.237974,0.0852192,0.110416,0.038421,-0.340981,-0.0164735,-0.227654,0.086373,0.0803345,-0.098317,0.0819054,-0.183994
830,tanh(x),-0.191138,-0.0383988,0.0352385,0.0183447,0.247167,-0.139208,-0.13291,-0.0700006,-0.165326,0.102167,0.0915782,0.0952979,0.0616584,0.118247,-0.273352,-0.172315,-0.14855,0.194005,-0.0860149,0.0207027,0.211171,0.0207984,0.0811252,0.0347981,-0.329575,-0.000862937,-0.224793,0.0656686,0.0774035,-0.0808436,0.0282405,-0.113857
923,sin(0.5x),-0.177101,0.00810071,0.0251074,0.0300446,0.290655,-0.136879,-0.213552,-0.00220453,-0.237729,0.100314,0.15234,0.102258,0.0581616,0.138488,-0.328529,-0.138202,-0.144342,0.184872,-0.111968,0.00120265,0.243698,0.0810476,0.110539,0.034621,-0.312087,-0.0068936,-0.218985,0.0883299,0.0873406,-0.0882534,0.0743256,-0.17422
704,sin(0.5x),-0.181879,-0.0427915,0.0328499,0.0026816,0.244066,-0.136573,-0.115745,-0.0653206,-0.143152,0.103843,0.0851802,0.081737,0.0585216,0.108064,-0.263988,-0.162148,-0.144529,0.177597,-0.0778693,0.0187866,0.197797,0.0183089,0.071855,0.0292931,-0.316003,0.0100126,-0.200361,0.0626129,0.0800916,-0.0621045,0.0249823,-0.11431
171,sin(0.5x),-0.18032,0.00868948,0.0226682,0.0254111,0.302144,-0.141386,-0.195529,-0.00371922,-0.243281,0.101373,0.150839,0.098384,0.0632306,0.141792,-0.334691,-0.135124,-0.150228,0.179062,-0.10978,0.00198652,0.226078,0.0741892,0.102789,0.0352227,-0.325949,-0.00315933,-0.207401,0.0840649,0.0873481,-0.0814683,0.0713473,-0.167681
648,tanh(x),-0.191815,0.0473885,0.00677328,0.041394,0.332767,-0.128804,-0.238368,-0.00500273,-0.286029,0.099754,0.166862,0.116479,0.0660782,0.180195,-0.365067,-0.109568,-0.148555,0.181525,-0.0969287,-0.0102311,0.23481,0.087587,0.10804,0.0385598,-0.348532,-0.0189719,-0.226015,0.0873955,0.0772441,-0.0970105,0.0861591,-0.191151
823,tanh(x),-0.191775,0.0194435,0.0194541,0.0309896,0.295436,-0.12484,-0.204946,-0.043007,-0.240742,0.0984876,0.144695,0.110007,0.0606609,0.15748,-0.330201,-0.135525,-0.144544,0.188616,-0.0944559,-0.00625473,0.228723,0.0600124,0.101247,0.0354663,-0.34061,-0.0169249,-0.239798,0.0724737,0.0788774,-0.0968668,0.0595208,-0.158787
151,tanh(x),-0.207953,0.0464023,0.00797369,0.0483322,0.325137,-0.117193,-0.230283,-0.0547586,-0.277729,0.0993866,0.157776,0.128697,0.0671225,0.186718,-0.358439,-0.124734,-0.14984,0.194035,-0.0864723,-0.0113986,0.2318,0.0621165,0.103968,0.0397882,-0.376718,-0.0344079,-0.259608,0.0720349,0.0702149,-0.113155,0.0665932,-0.167926
793,sin(0.5x),-0.171412,0.006338,0.0236545,0.0192606,0.283114,-0.131655,-0.20552,-0.00609283,-0.224208,0.0991582,0.14791,0.0942485,0.0547699,0.135945,-0.320015,-0.130622,-0.139238,0.178463,-0.106868,-0.00389098,0.238198,0.078092,0.105861,0.0313984,-0.298161,-0.00221695,-0.211508,0.0855143,0.0877247,-0.0795165,0.0701823,-0.173888
612,tanh(x),-0.196215,0.0383973,0.0106261,0.0390882,0.324582,-0.125701,-0.220995,-0.0285418,-0.276053,0.0985057,0.160351,0.115102,0.0661226,0.171626,-0.35598,-0.12042,-0.149919,0.183851,-0.0953725,-0.0105094,0.225591,0.0724989,0.10373,0.0379306,-0.359729,-0.0218311,-0.232871,0.0768431,0.0770531,-0.0983924,0.0727699,-0.173909
450,tanh(x),-0.170383,-0.0088904,0.0282354,0.00951079,0.27267,-0.134007,-0.168867,-0.0201791,-0.207781,0.0969166,0.136928,0.0841637,0.0549222,0.122294,-0.304335,-0.140344,-0.139966,0.173671,-0.10614,-0.00189524,0.217407,0.0616784,0.0953633,0.0295917,-0.302001,0.00343535,-0.20108,0.0740996,0.0907596,-0.0722913,0.0548115,-0.152218
63,sin(0.5x),-0.195062,0.0154595,0.0176936,0.0304521,0.303228,-0.132584,-0.198583,-0.0365914,-0.233689,0.10687,0.14028,0.112187,0.0653896,0.161233,-0.336549,-0.136796,-0.152452,0.189021,-0.0911508,0.00320169,0.22986,0.0563741,0.0975856,0.0357903,-0.345985,-0.0135984,-0.236439,0.0796887,0.0776142,-0.090564,0.0625828,-0.159901
788,sin(0.5x),-0.180344,-0.00244459,0.0283382,0.0251317,0.277108,-0.134368,-0.192082,-0.0254981,-0.218038,0.100063,0.139012,0.100502,0.0572014,0.132989,-0.313498,-0.147231,-0.143877,0.188163,-0.105724,0.00312691,0.235847,0.0631767,0.10385,0.0340326,-0.315083,-0.00701964,-0.226054,0.0794289,0.0854124,-0.0879934,0.0595501,-0.156527
947,tanh(x),-0.176101,-0.000731016,0.0240447,0.0144795,0.274224,-0.128225,-0.183262,-0.031433,-0.208997,0.0991892,0.135779,0.0934532,0.0552631,0.13428,-0.309055,-0.136777,-0.138996,0.179682,-0.0979707,-0.00329406,0.225721,0.0595152,0.0975293,0.0303824,-0.306275,-0.00278124,-0.218065,0.0743124,0.0849448,-0.0798709,0.0552461,-0.155617
662,sin(0.5x),-0.189156,0.00394752,0.0240579,0.0245827,0.283994,-0.129491,-0.184076,-0.045134,-0.220886,0.100178,0.134499,0.1039,0.0601289,0.145399,-0.317403,-0.144355,-0.145669,0.187726,-0.0947707,0.000523772,0.22435,0.0513625,0.0961543,0.0342398,-0.334243,-0.011112,-0.232331,0.0718594,0.0811927,-0.0897894,0.0521809,-0.14846
428,tanh(x),-0.196272,0.0286587,0.0147306,0.0410498,0.31843,-0.133134,-0.216061,-0.0253709,-0.26699,0.101683,0.156618,0.11702,0.0678381,0.167728,-0.352491,-0.132245,-0.153189,0.189161,-0.100273,-0.00204758,0.230314,0.0696924,0.105136,0.0393676,-0.3578,-0.0195275,-0.236543,0.0796345,0.0781781,-0.100695,0.0713194,-0.168458
600,tanh(x),-0.182684,0.0421193,0.0100647,0.0385559,0.323401,-0.131875,-0.246575,0.0126628,-0.276947,0.0995867,0.165795,0.111215,0.0624724,0.171939,-0.358622,-0.108761,-0.14423,0.179388,-0.100927,-0.00825049,0.244096,0.098537,0.111994,0.0369534,-0.325341,-0.0122524,-0.216466,0.0950329,0.0806038,-0.0919631,0.0928995,-0.200651
316,tanh(x),-0.182295,0.045126,0.00961849,0.0440628,0.324145,-0.129678,-0.25603,0.0117514,-0.287453,0.0958574,0.170788,0.113922,0.0630548,0.173303,-0.361158,-0.108188,-0.14251,0.180813,-0.105078,-0.0124162,0.244185,0.101641,0.116807,0.0387721,-0.328302,-0.0152182,-0.219779,0.0912438,0.0800525,-0.0992341,0.0931777,-0.202068
177,tanh(x),-0.181558,-0.0383728,0.032975,0.00417561,0.232831,-0.130039,-0.12068,-0.0757306,-0.146096,0.0989913,0.0842589,0.0843384,0.0542146,0.110014,-0.256375,-0.162702,-0.136782,0.182364,-0.0754338,0.0130025,0.201759,0.0172843,0.0744865,0.0297893,-0.309869,0.00516409,-0.212423,0.0578633,0.0780828,-0.0709132,0.0208985,-0.111142
228,tanh(x),-0.194304,0.0382583,0.0137706,0.0431731,0.318587,-0.12584,-0.232577,-0.0248983,-0.275739,0.0970007,0.162203,0.117818,0.0642204,0.172325,-0.353424,-0.124773,-0.146976,0.188141,-0.100047,-0.0107695,0.234542,0.0772115,0.109129,0.038712,-0.353497,-0.0229132,-0.240281,0.0782233,0.0785402,-0.104888,0.0747311,-0.177053
648,sin(0.5x),-0.190108,-0.00761143,0.0212434,0.0140737,0.266627,-0.121685,-0.156646,-0.0733542,-0.185274,0.101828,0.10889,0.0963333,0.0592202,0.136529,-0.294343,-0.143349,-0.140798,0.182012,-0.0722676,0.00200016,0.209206,0.0307894,0.0810461,0.0298699,-0.331456,-0.00613114,-0.226461,0.0618593,0.0757059,-0.0785884,0.0360817,-0.132032
33,tanh(x),-0.20424,0.0573497,0.000238381,0.0486855,0.345805,-0.124296,-0.23759,-0.0254603,-0.298048,0.101766,0.167241,0.126251,0.0710864,0.191957,-0.375611,-0.108612,-0.154012,0.186368,-0.0876644,-0.0110525,0.229379,0.07791,0.10545,0.0412812,-0.376261,-0.0291372,-0.240384,0.0814181,0.0692889,-0.105049,0.0822207,-0.184804
138,sin(0.5x),-0.196811,0.043633,0.00676844,0.040193,0.331313,-0.13228,-0.233297,-0.0114384,-0.271537,0.107079,0.158598,0.120513,0.0676499,0.183616,-0.36459,-0.115468,-0.153173,0.185877,-0.0901903,-0.00268228,0.238291,0.0796732,0.105019,0.0380155,-0.351933,-0.0185507,-0.234806,0.0902403,0.0745077,-0.0958177,0.0844401,-0.186897
828,sin(0.5x),-0.186217,0.000790419,0.0249921,0.0256238,0.288916,-0.138883,-0.18956,-0.024184,-0.220215,0.105885,0.137685,0.104657,0.0622943,0.145045,-0.324025,-0.1457,-0.150599,0.188463,-0.101491,0.00761388,0.232775,0.0591781,0.0998688,0.0348328,-0.327399,-0.00633433,-0.22732,0.0825276,0.0833428,-0.0860478,0.0616622,-0.15698
727,tanh(x),-0.200645,0.0367511,0.0078261,0.0331897,0.320568,-0.118402,-0.204147,-0.0512676,-0.264249,0.0989522,0.150958,0.112715,0.0663575,0.170205,-0.348849,-0.119559,-0.149472,0.182412,-0.0835986,-0.0128753,0.214395,0.0584728,0.0953601,0.0361496,-0.367279,-0.0231689,-0.234994,0.0686973,0.0725375,-0.0945151,0.0619736,-0.161404
343,sin(0.5x),-0.1653,-0.0579998,0.0440863,-0.00260662,0.225945,-0.145503,-0.109186,-0.0388988,-0.140184,0.099793,0.094618,0.0717507,0.0515835,0.085847,-0.250356,-0.174057,-0.139914,0.181031,-0.102766,0.020324,0.209607,0.0301168,0.0823073,0.029608,-0.283062,0.0173318,-0.191908,0.0680602,0.0907557,-0.0614199,0.0276167,-0.116018
239,tanh(x),-0.18891,0.0475688,0.00575357,0.0406547,0.330816,-0.131493,-0.246353,0.00427936,-0.280073,0.102783,0.163716,0.115918,0.0661679,0.180505,-0.36516,-0.105966,-0.147731,0.181601,-0.0935758,-0.00822574,0.240617,0.093543,0.109775,0.0384494,-0.337234,-0.0141784,-0.222954,0.0928092,0.0759296,-0.0940374,0.0922899,-0.199143
764,tanh(x),-0.204424,0.0280593,0.0155022,0.040963,0.307554,-0.122338,-0.210613,-0.0582318,-0.251619,0.101039,0.144088,0.121193,0.0653113,0.171594,-0.340932,-0.136914,-0.149865,0.194678,-0.0865324,-0.00412604,0.229677,0.0531457,0.0993312,0.0379573,-0.365775,-0.0268762,-0.254548,0.0715937,0.0733944,-0.105506,0.058624,-0.156445
528,sin(0.5x),-0.180396,0.0138218,0.0219784,0.0268079,0.298325,-0.13458,-0.206569,-0.00906869,-0.243342,0.0993893,0.152778,0.101411,0.0598957,0.1472,-0.333121,-0.132443,-0.145427,0.181179,-0.107549,-0.00270483,0.233038,0.0757542,0.105039,0.0344175,-0.322207,-0.00743067,-0.217112,0.0836395,0.086601,-0.0862702,0.0710261,-0.171343
552,sin(0.5x),-0.191787,0.0158344,0.0170138,0.0277729,0.302863,-0.13078,-0.195635,-0.0360959,-0.238316,0.103523,0.143296,0.108014,0.0649192,0.156171,-0.335391,-0.133211,-0.150222,0.185293,-0.0934459,-0.00148864,0.223489,0.058547,0.0980046,0.0358232,-0.342865,-0.0116896,-0.228943,0.0756045,0.0781071,-0.0888513,0.0615221,-0.159239
24,tanh(x),-0.197598,0.0615904,0.00459559,0.0583335,0.33829,-0.119207,-0.271372,-0.0152991,-0.30672,0.0947602,0.176144,0.130022,0.0652541,0.192485,-0.373993,-0.107841,-0.144604,0.188824,-0.0972811,-0.018003,0.245821,0.0943612,0.118012,0.0410126,-0.361438,-0.0325568,-0.248481,0.0829285,0.0736939,-0.117506,0.0898863,-0.200015
210,tanh(x),-0.172907,-0.0161014,0.0277617,0.00393595,0.254841,-0.12591,-0.149784,-0.0482328,-0.183559,0.0956541,0.11931,0.08281,0.0516404,0.11883,-0.285189,-0.144302,-0.134135,0.174128,-0.0911507,-0.00140876,0.208904,0.0438585,0.0862661,0.0266262,-0.300927,0.00205939,-0.208553,0.0636245,0.0860843,-0.0724421,0.0391961,-0.135472
886,tanh(x),-0.183609,0.0259369,0.0190149,0.0363642,0.308687,-0.133711,-0.227684,-0.00287163,-0.262578,0.0983097,0.160644,0.109087,0.0611841,0.157453,-0.345046,-0.128192,-0.145747,0.184084,-0.108687,-0.00493614,0.239634,0.0851622,0.111192,0.0366277,-0.329823,-0.0131469,-0.224218,0.0864933,0.0844914,-0.095094,0.079467,-0.18122
120,tanh(x),-0.189849,-0.0078741,0.0266672,0.0238269,0.289448,-0.142504,-0.170693,-0.0320637,-0.212806,0.106964,0.129601,0.10127,0.0652935,0.139042,-0.319939,-0.152032,-0.155712,0.186956,-0.0984796,0.0134929,0.222197,0.0495321,0.0926693,0.0344597,-0.339049,-0.00442657,-0.221362,0.0793026,0.08322,-0.0808221,0.0554417,-0.146351
615,tanh(x),-0.18899,-0.000125563,0.0268023,0.0272389,0.288028,-0.137367,-0.181133,-0.0340918,-0.226411,0.100716,0.13688,0.10333,0.0625723,0.141555,-0.321057,-0.150099,-0.150544,0.18846,-0.10263,0.00565495,0.223452,0.05465,0.0979112,0.0357741,-0.338377,-0.0093544,-0.227024,0.0751601,0.0835051,-0.0895223,0.055544,-0.148006
692,tanh(x),-0.191499,0.0275249,0.0174251,0.0330475,0.30438,-0.123244,-0.213878,-0.0351632,-0.253896,0.0965885,0.152656,0.110286,0.060108,0.162853,-0.338208,-0.129213,-0.144009,0.185315,-0.0966769,-0.00973293,0.229682,0.0672619,0.102558,0.0349027,-0.344176,-0.0195049,-0.237189,0.0749258,0.080913,-0.097318,0.065152,-0.166709
682,tanh(x),-0.1899,0.0177702,0.0168856,0.0221349,0.291644,-0.11824,-0.187138,-0.0534222,-0.234141,0.0950165,0.140585,0.101986,0.0582648,0.152865,-0.323329,-0.130134,-0.140656,0.179755,-0.0881365,-0.0109246,0.213928,0.0529767,0.0928312,0.0312697,-0.340263,-0.0160772,-0.230265,0.0651838,0.0799305,-0.0898305,0.051504,-0.15061
77,sin(0.5x),-0.174849,0.00488064,0.025209,0.0242206,0.294187,-0.143521,-0.203046,0.00861016,-0.23464,0.102949,0.150684,0.0978476,0.0600077,0.138566,-0.330671,-0.137299,-0.147787,0.180731,-0.113784,0.00484016,0.237551,0.0807205,0.107216,0.0343654,-0.309263,-0.000607831,-0.207641,0.0912315,0.0895584,-0.0809311,0.0758921,-0.173774
566,sin(0.5x),-0.198311,0.0151477,0.0141805,0.0218869,0.29012,-0.115369,-0.174196,-0.0731267,-0.219913,0.0988149,0.126085,0.105079,0.0607262,0.15543,-0.318697,-0.132766,-0.143793,0.18169,-0.0731916,-0.00565821,0.208228,0.0379611,0.0845651,0.0312678,-0.353523,-0.0188467,-0.235084,0.0621471,0.0736494,-0.088073,0.0431121,-0.139908
963,tanh(x),-0.194129,0.0396883,0.00949113,0.0412854,0.327278,-0.13278,-0.230272,-0.011659,-0.276003,0.102906,0.161471,0.118049,0.0679456,0.176667,-0.361185,-0.119516,-0.151833,0.185967,-0.0975145,-0.00513039,0.234191,0.0802052,0.10743,0.0394169,-0.35162,-0.0178581,-0.231796,0.0854802,0.0763356,-0.098513,0.0813826,-0.182304
945,tanh(x),-0.211998,0.0536678,0.0052372,0.0514605,0.336118,-0.117679,-0.234098,-0.0523905,-0.287411,0.100854,0.160132,0.131393,0.0688683,0.192755,-0.366927,-0.121487,-0.153209,0.193765,-0.0832542,-0.0107972,0.23141,0.0642276,0.103138,0.0402194,-0.387595,-0.0375943,-0.260437,0.0745571,0.0686871,-0.113153,0.0709562,-0.172043
484,tanh(x),-0.174435,-0.00906978,0.0297322,0.0150861,0.262218,-0.127181,-0.174764,-0.0388798,-0.202055,0.0949048,0.130307,0.0891558,0.0518165,0.119407,-0.295372,-0.145747,-0.13619,0.18128,-0.0991966,-0.00213699,0.224561,0.0563189,0.0970683,0.0298747,-0.304634,-0.00375952,-0.217734,0.0697359,0.0868822,-0.0806036,0.0493269,-0.147595
470,tanh(x),-0.196212,0.0341802,0.0131023,0.0396475,0.317904,-0.127921,-0.221404,-0.0293352,-0.267557,0.100287,0.157166,0.11741,0.0659317,0.172166,-0.351863,-0.12666,-0.149847,0.188316,-0.0966869,-0.00705841,0.231014,0.0703082,0.105118,0.0385311,-0.355288,-0.0209358,-0.239284,0.0781655,0.0768801,-0.101101,0.0711855,-0.171383
219,sin(0.5x),-0.201278,0.056958,0.0036133,0.0472589,0.33213,-0.114619,-0.250455,-0.036158,-0.287691,0.0981855,0.166052,0.126697,0.0647256,0.192664,-0.366153,-0.108431,-0.145665,0.188221,-0.0872645,-0.0183685,0.23714,0.0779106,0.108599,0.0383731,-0.362866,-0.0311242,-0.252222,0.0778164,0.070993,-0.109875,0.0786826,-0.187103
293,tanh(x),-0.196208,0.0566943,0.00397129,0.0481311,0.334077,-0.121749,-0.256782,-0.0147684,-0.291281,0.0992212,0.169441,0.12566,0.0653694,0.192668,-0.36929,-0.106654,-0.145988,0.187011,-0.0931786,-0.0148398,0.242529,0.0883042,0.112253,0.0396043,-0.352784,-0.0260652,-0.243068,0.0855944,0.072839,-0.107719,0.0870608,-0.195817
253,tanh(x),-0.195342,0.0304385,0.0145371,0.0328093,0.307155,-0.120045,-0.208887,-0.045667,-0.25643,0.0961723,0.151377,0.112007,0.0615715,0.166872,-0.340074,-0.127437,-0.144703,0.185209,-0.0922121,-0.0116983,0.223219,0.0614219,0.099765,0.0352893,-0.352748,-0.0222612,-0.239904,0.0702542,0.0780024,-0.0989925,0.0609519,-0.161495
871,tanh(x),-0.185792,0.0314308,0.015808,0.0318995,0.302705,-0.117569,-0.221235,-0.0323812,-0.261724,0.0908016,0.159136,0.106143,0.0572901,0.160332,-0.337458,-0.12171,-0.137881,0.180356,-0.10008,-0.0180821,0.227121,0.0746214,0.10538,0.0330825,-0.33606,-0.0199126,-0.232377,0.0714,0.082807,-0.0981247,0.0669566,-0.171546
352,sin(0.5x),-0.18744,0.023838,0.0179865,0.0305281,0.302849,-0.126435,-0.211776,-0.0278979,-0.25183,0.0971371,0.152852,0.106778,0.060825,0.157904,-0.337178,-0.128539,-0.144138,0.183499,-0.0995367,-0.00941891,0.228298,0.0700153,0.103572,0.0351531,-0.33712,-0.0145732,-0.229924,0.0756839,0.0820901,-0.0937068,0.0666772,-0.168218
344,tanh(x),-0.209306,0.0442074,0.00496139,0.0472773,0.332374,-0.123667,-0.224633,-0.0488641,-0.275616,0.105378,0.15485,0.128816,0.0715118,0.186292,-0.364415,-0.123504,-0.156349,0.193406,-0.083322,-0.00535506,0.229089,0.0611231,0.102011,0.0408251,-0.379931,-0.0302902,-0.253497,0.0759663,0.0671875,-0.107297,0.0699425,-0.168758
511,sin(0.5x),-0.179568,-0.0479554,0.039248,0.00591742,0.242397,-0.142584,-0.117334,-0.0540628,-0.149892,0.102116,0.0911144,0.0805572,0.0574472,0.101539,-0.26364,-0.170505,-0.146706,0.181767,-0.0903524,0.0218373,0.204553,0.0242941,0.0766871,0.0304144,-0.31319,0.0101191,-0.200712,0.0670076,0.0850464,-0.0644533,0.0285516,-0.11583
371,sin(0.5x),-0.167522,-0.0137511,0.031767,0.0153159,0.275877,-0.146231,-0.18204,0.00773656,-0.209237,0.103335,0.14126,0.0881734,0.0567884,0.119029,-0.311849,-0.146878,-0.146035,0.179511,-0.117193,0.00932736,0.235761,0.0738869,0.104369,0.0322313,-0.293094,0.0064819,-0.199001,0.0899786,0.0933939,-0.0724706,0.0678173,-0.163935
483,tanh(x),-0.180361,-0.0268262,0.035021,0.0144173,0.253004,-0.136298,-0.149025,-0.0484781,-0.18104,0.0991353,0.11245,0.0901391,0.0557918,0.115481,-0.283091,-0.162031,-0.142926,0.187529,-0.0966927,0.0108876,0.218913,0.038961,0.0895247,0.0321799,-0.313193,9.03788e-05,-0.218638,0.0692202,0.0850435,-0.0789391,0.0386314,-0.129984
163,sin(0.5x),-0.187165,0.00684877,0.0160936,0.0129406,0.267949,-0.110554,-0.166836,-0.0753359,-0.200712,0.0945699,0.11971,0.096124,0.0538762,0.143432,-0.29941,-0.131514,-0.132394,0.176693,-0.0721725,-0.00957006,0.205984,0.0378699,0.0833711,0.0262021,-0.326475,-0.0128852,-0.230327,0.0569667,0.0762349,-0.084622,0.0376647,-0.136053
